Grid of the Future , Case 24-E-0165, https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=24-e-0165
Proposed New Area Code for NYC , Case 24-C-0314, https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=73563&MNO=24-01072
Investigation of Lead-Covered Cables , 
